pair_id,title,sentences,start_para,geography,entities,time,narrative,overall
1484084337_1484110209,0.03880596160888672,0.2013003908097744,0.009914033114910126,4.0,4.0,1.0,4.0,4.0
1484396422_1483924666,0.16056382656097412,0.26693836020098793,0.20945380628108978,4.0,4.0,1.0,4.0,3.6666666666666665
1484698254_1483758694,0.35545963048934937,0.4894273535985696,0.5669480562210083,1.0,2.0,1.0,2.333333333333333,2.333333333333333
1576314516_1576455088,0.42962825298309326,0.5755196332931518,0.49029630422592163,1.0,2.333333333333333,2.6666666666666665,1.6666666666666667,2.0
1484036253_1483894099,0.677993893623352,0.59156475837032,0.7931734919548035,1.0,1.25,1.0,1.25,1.25
1484189120_1484113136,0.3340737521648407,0.5341718416464957,0.5320648550987244,1.25,1.75,1.25,1.75,2.0
1484034982_1483785560,-0.08978243172168732,0.17412132237638747,0.15514324605464935,3.0,4.0,1.3333333333333333,4.0,3.6666666666666665
1484188439_1484378177,0.1877351999282837,0.24089986280254697,0.016890794038772583,2.333333333333333,3.6666666666666665,1.3333333333333333,3.6666666666666665,3.333333333333333
1484011751_1483920335,0.7427958250045776,0.5217822253704071,0.5390211343765259,1.0,4.0,4.0,1.0,4.0
1484035244_1483938857,0.2142532765865326,0.2987377488364776,0.4130180776119232,3.0,3.0,1.6666666666666667,4.0,3.333333333333333
1484396075_1483794933,0.14066201448440552,0.02375078573822975,0.02375078573822975,1.3333333333333333,3.333333333333333,1.0,3.333333333333333,2.6666666666666665
1484188343_1484127315,0.01247492991387844,0.3374748229980469,0.2842833995819092,1.6666666666666667,4.0,2.0,4.0,3.6666666666666665
1484009938_1484201603,0.16014671325683594,0.1991984462365508,0.14672458171844482,4.0,4.0,3.0,4.0,4.0
1484190223_1484354411,0.06951281428337097,0.2847140404311093,0.07452668249607086,2.0,4.0,1.6666666666666667,3.6666666666666665,3.6666666666666665
1483805613_1484204537,0.22381052374839783,0.36164130866527555,0.31085631251335144,3.5,4.0,1.5,3.5,3.5
1484702073_1484760850,0.1332712471485138,0.34866585582494736,0.26907190680503845,2.333333333333333,3.6666666666666665,1.3333333333333333,3.6666666666666665,3.6666666666666665
1484084344_1484110209,0.008207947015762329,0.24380872398614883,0.1278102695941925,4.0,4.0,1.0,4.0,4.0
1484033615_1483970348,0.15562230348587036,0.3484804897258679,0.44620493054389954,1.3333333333333333,3.333333333333333,1.3333333333333333,2.6666666666666665,2.333333333333333
1484190366_1483842785,0.10216386616230011,0.18899256885051727,0.2919602394104004,4.0,4.0,2.6666666666666665,3.6666666666666665,4.0
1484035749_1484140713,0.11057370156049728,0.6470481370176587,0.6082416772842407,1.0,1.3333333333333333,1.0,1.0,1.0
1484190154_1484161410,0.013540638610720634,0.17192933211723962,0.08923082053661346,3.0,4.0,2.6666666666666665,4.0,4.0
1484038841_1484350501,0.3045908808708191,0.16426926851272583,0.1599981188774109,1.3333333333333333,3.6666666666666665,1.0,4.0,4.0
1484037160_1484286023,-0.06342881917953491,0.19348780810832977,0.09717731177806854,2.333333333333333,3.333333333333333,1.3333333333333333,3.6666666666666665,3.6666666666666665
1484012619_1485042131,0.4773879647254944,0.6109646638234456,0.6187459230422974,1.0,1.0,1.0,1.3333333333333333,1.0
1484189390_1484049687,0.033647969365119934,0.25744407533878283,0.11434125900268555,3.0,3.5,1.5,4.0,4.0
1484395760_1484217880,0.49541977047920227,0.5470295899680683,0.758988618850708,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
1483803221_1484182545,-0.015609469264745712,0.2690810045370689,0.15724313259124756,4.0,4.0,1.3333333333333333,4.0,4.0
1484013322_1484227004,-0.0537913553416729,0.14447743172446886,0.07421519607305527,4.0,4.0,1.0,4.0,4.0
1484012348_1484255820,0.6602755784988403,0.498273680833253,0.9283210039138794,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333
1484033248_1484265431,0.19181843101978302,0.3255727378761067,0.3658429980278015,4.0,4.0,2.0,3.6666666666666665,4.0
1484455044_1483944422,0.47003981471061707,0.44849258195608854,0.46448591351509094,2.333333333333333,3.0,1.0,3.6666666666666665,4.0
1484039737_1485714745,0.047345273196697235,0.2560601913753678,0.13116170465946198,3.333333333333333,3.0,1.25,3.75,4.0
1484011141_1484931264,-0.021140113472938538,0.5014588933151501,0.37025895714759827,3.6666666666666665,3.0,2.6666666666666665,3.0,3.0
1484012251_1483995404,-0.019259290769696236,0.18500290385314397,0.03229011222720146,4.0,4.0,3.333333333333333,4.0,4.0
1484010577_1484258986,0.1067778691649437,0.35873027697757437,0.21914422512054443,4.0,4.0,2.333333333333333,2.6666666666666665,4.0
1483806109_1484307854,0.10535374283790588,0.1944219507277012,0.054389599710702896,2.6666666666666665,3.333333333333333,3.0,3.333333333333333,3.6666666666666665
1484763364_1484396470,0.7303609848022461,0.17596960564454397,0.17259646952152252,1.0,1.3333333333333333,1.0,1.0,1.0
1484008387_1484164543,0.7552965879440308,0.582036184767882,0.7915683388710022,1.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333
1484188859_1483828027,0.16422301530838013,0.19275323301553726,0.14146694540977478,2.6666666666666665,4.0,2.0,4.0,4.0
1484009419_1484201245,0.5571171641349792,0.4317380300221535,0.6563310623168945,4.0,3.0,1.0,2.0,2.6666666666666665
1484701886_1483995327,0.6556675434112549,0.6293383620002053,0.7213047742843628,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333
1484010878_1484010762,-0.0009744791314005852,0.21162322894842536,0.17643362283706665,4.0,4.0,1.0,3.5,4.0
1484401425_1484325303,0.611106276512146,0.45329212595005425,0.7130144834518433,1.0,2.0,1.0,2.0,1.6666666666666667
1484012307_1483858039,0.5463783144950867,0.5355106749468379,0.6613469123840332,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667
1484759177_1483971785,0.008730610832571983,0.3124885147526151,0.20969393849372864,4.0,4.0,1.6666666666666667,4.0,4.0
1484037350_1484183400,0.7234264016151428,0.647178087915693,0.7687769532203674,1.0,1.5,1.0,1.0,1.0
1484037526_1484138375,0.518820583820343,0.5747658677247106,0.7472645044326782,1.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333
