pair_id,sentences_mean,sentences_min,sentences_max,sentences_med,title,n1_title_n2_text,n2_title_n1_text,n1_title_n1_text,n2_title_n2_text,start_para,end_para,ner,tf_idf,wmd_dist,geography,entities,time,narrative,overall
1484084337_1484110209,0.20195970460772514,0.12143989652395248,0.31151261925697327,0.17965056747198105,0.03880596160888672,-0.10160347819328308,-0.10160347819328308,0.6251252889633179,0.6251252889633179,0.009914033114910126,0.009914033114910126,0.0,0.02411532166913338,0.12460848003181278,4.0,4.0,1.0,4.0,4.0
1484396422_1483924666,0.26693836020098793,0.12435248494148254,0.3604615330696106,0.25904256105422974,0.16056382656097412,0.10472240298986435,0.10472240298986435,0.4300920367240906,0.4300920367240906,0.20945380628108978,0.409307599067688,0.0,0.04434337244671171,0.11103508599102357,4.0,4.0,1.0,4.0,3.6666666666666665
1484698254_1483758694,0.4894273535985696,0.12786035239696503,0.8704224824905396,0.44976435601711273,0.35545963048934937,0.4713747203350067,0.4713747203350067,0.8313137292861938,0.8313137292861938,0.5669480562210083,0.580224871635437,0.23333333333333334,0.2607480785836536,0.11686824718906472,1.0,2.0,1.0,2.333333333333333,2.333333333333333
1576314516_1576455088,0.5743707219759623,0.2883375883102417,0.7997010946273804,0.5655031204223633,0.42962825298309326,0.4073980152606964,0.4073980152606964,0.8693374395370483,0.8693374395370483,0.49029630422592163,0.4313965439796448,0.17857142857142858,0.4111579256343697,0.08787958629483417,1.0,2.333333333333333,2.6666666666666665,1.6666666666666667,2.0
1484036253_1483894099,0.59156475837032,0.24941067397594452,0.7808951735496521,0.5970906913280487,0.677993893623352,0.6442736387252808,0.6442736387252808,0.901353120803833,0.901353120803833,0.7931734919548035,0.8091011047363281,0.3333333333333333,0.5207710452801169,0.068030583538973,1.0,1.25,1.0,1.25,1.25
1484189120_1484113136,0.5341718416464957,0.22878015041351318,1.000000238418579,0.5226413607597351,0.3340737521648407,0.3426133990287781,0.3426133990287781,0.7973876595497131,0.7973876595497131,0.5320648550987244,0.6367465257644653,0.21428571428571427,0.44001069148770666,0.08402022928396541,1.25,1.75,1.25,1.75,2.0
1484034982_1483785560,0.17412132237638747,0.14355455338954926,0.22360359132289886,0.16792850941419601,-0.08978243172168732,-0.03543385490775108,-0.03543385490775108,0.619003176689148,0.619003176689148,0.15514324605464935,0.11939071118831635,0.08333333333333333,0.06558380185939072,0.11169789532443629,3.0,4.0,1.3333333333333333,4.0,3.6666666666666665
1484188439_1484378177,0.24089986280254697,0.1462923288345337,0.40889817476272583,0.23339532315731049,0.1877351999282837,0.05588582903146744,0.05588582903146744,0.5137396454811096,0.5137396454811096,0.016890794038772583,0.15552213788032532,0.022727272727272728,0.034940626775570055,0.11889900055985071,2.333333333333333,3.6666666666666665,1.3333333333333333,3.6666666666666665,3.333333333333333
1484011751_1483920335,0.5261877328157425,0.38852453231811523,0.680624783039093,0.5268777012825012,0.7427958250045776,0.5480602979660034,0.5480602979660034,0.5252937078475952,0.5252937078475952,0.5390211343765259,0.5346271395683289,0.23529411764705882,0.19282122663623774,0.11060864954632263,1.0,4.0,4.0,1.0,4.0
1484035244_1483938857,0.2987377488364776,0.11457740515470505,0.3898455798625946,0.3101250231266022,0.2142532765865326,0.34170758724212646,0.34170758724212646,0.6642580628395081,0.6642580628395081,0.4130180776119232,0.4130180776119232,0.14285714285714285,0.10734997365737847,0.10794872811698691,3.0,3.0,1.6666666666666667,4.0,3.333333333333333
1484396075_1483794933,0.02375078573822975,0.02375078573822975,0.02375078573822975,0.02375078573822975,0.14066201448440552,0.09412643313407898,0.09412643313407898,0.1340501308441162,0.1340501308441162,0.02375078573822975,0.02375078573822975,0.0,0.0,0.3387118494355241,1.3333333333333333,3.333333333333333,1.0,3.333333333333333,2.6666666666666665
1484188343_1484127315,0.3374748229980469,0.17451533675193787,0.4597392976284027,0.33010876178741455,0.01247492991387844,0.0588594451546669,0.0588594451546669,0.7036331295967102,0.7036331295967102,0.2842833995819092,0.3579457998275757,0.1111111111111111,0.06905972000284506,0.11110658848435728,1.6666666666666667,4.0,2.0,4.0,3.6666666666666665
1484009938_1484201603,0.1991984462365508,0.12097218632698059,0.49502724409103394,0.17873258888721466,0.16014671325683594,0.11911983042955399,0.11911983042955399,0.8428162336349487,0.8428162336349487,0.14672458171844482,0.1343182921409607,0.0,0.013302433636696177,0.359217292430351,4.0,4.0,3.0,4.0,4.0
1484190223_1484354411,0.2847140404311093,0.12046578526496887,0.5049146413803101,0.2685573846101761,0.06951281428337097,0.01201658509671688,0.01201658509671688,0.8528016805648804,0.8528016805648804,0.07452668249607086,0.23336149752140045,0.04,0.092678935429375,0.12262284845104149,2.0,4.0,1.6666666666666667,3.6666666666666665,3.6666666666666665
1483805613_1484204537,0.36164130866527555,0.2764742374420166,0.444339394569397,0.35948023200035095,0.22381052374839783,0.23603302240371704,0.23603302240371704,0.8463168740272522,0.8463168740272522,0.31085631251335144,0.31085631251335144,0.0,0.057824981959688514,0.13153751821357304,3.5,4.0,1.5,3.5,3.5
1484702073_1484760850,0.34866585582494736,0.07414114475250244,0.9999992847442627,0.3416150212287903,0.1332712471485138,0.14567416906356812,0.14567416906356812,0.8199917674064636,0.8199917674064636,0.26907190680503845,0.3170202970504761,0.28,0.30335970646707683,0.1106087007899528,2.333333333333333,3.6666666666666665,1.3333333333333333,3.6666666666666665,3.6666666666666665
1484084344_1484110209,0.24380872398614883,0.19776727259159088,0.2898501753807068,0.24380872398614883,0.008207947015762329,0.13900601863861084,0.13900601863861084,0.06698419153690338,0.06698419153690338,0.1278102695941925,0.1278102695941925,0.0,0.003985610619605565,0.16057198473712925,4.0,4.0,1.0,4.0,4.0
1484033615_1483970348,0.3484804897258679,0.14490492641925812,0.588918924331665,0.3464507907629013,0.15562230348587036,0.3482963442802429,0.3482963442802429,0.6672441363334656,0.6672441363334656,0.44620493054389954,0.5418882369995117,0.16666666666666666,0.10244355428853477,0.13390140901174694,1.3333333333333333,3.333333333333333,1.3333333333333333,2.6666666666666665,2.333333333333333
1484190366_1483842785,0.18899256885051727,0.11957183480262756,0.28909239172935486,0.16589143872261047,0.10216386616230011,0.0724569708108902,0.0724569708108902,0.6258909702301025,0.6258909702301025,0.2919602394104004,0.2919602394104004,0.0,0.02043175658726587,0.1351292849576635,4.0,4.0,2.6666666666666665,3.6666666666666665,4.0
1484035749_1484140713,0.6470481370176587,0.45199719071388245,0.9295135140419006,0.5855028033256531,0.11057370156049728,0.630772590637207,0.630772590637207,0.710209310054779,0.710209310054779,0.6082416772842407,0.6082416772842407,0.21052631578947367,0.4136433478241633,0.11145920684070106,1.0,1.3333333333333333,1.0,1.0,1.0
1484190154_1484161410,0.1670160773727629,0.06283418834209442,0.28844791650772095,0.16482383012771606,0.013540638610720634,0.020052369683980942,0.020052369683980942,0.47193315625190735,0.47193315625190735,0.08312439918518066,0.05574289709329605,0.1,0.04207025865613602,0.17315106115839035,3.0,4.0,2.6666666666666665,4.0,4.0
1484038841_1484350501,0.16426926851272583,0.16426926851272583,0.16426926851272583,0.16426926851272583,0.3045908808708191,0.21315808594226837,0.21315808594226837,0.04280395060777664,0.04280395060777664,0.1599981188774109,0.1599981188774109,0.0,0.0,0.1602726247349325,1.3333333333333333,3.6666666666666665,1.0,4.0,4.0
1484037160_1484286023,0.19348780810832977,0.19348780810832977,0.19348780810832977,0.19348780810832977,-0.06342881917953491,0.02748899906873703,0.02748899906873703,0.19300444424152374,0.19300444424152374,0.09717731177806854,0.09717731177806854,0.0,0.0162448663863919,0.4747271086826904,2.333333333333333,3.333333333333333,1.3333333333333333,3.6666666666666665,3.6666666666666665
1484012619_1485042131,0.6109646638234456,0.39325058460235596,0.7754048109054565,0.6023653745651245,0.4773879647254944,0.7222875952720642,0.7222875952720642,0.7596468925476074,0.7596468925476074,0.6187459230422974,0.6187459230422974,0.26666666666666666,0.4775004264047674,0.06870919524611747,1.0,1.0,1.0,1.3333333333333333,1.0
1484189390_1484049687,0.25744407533878283,0.017034057527780533,0.5101325511932373,0.26232537627220154,0.033647969365119934,-0.028324775397777557,-0.028324775397777557,0.6411433219909668,0.6411433219909668,0.11434125900268555,0.10641815513372421,0.0,0.03345542498236463,0.11816069860938022,3.0,3.5,1.5,4.0,4.0
1484395760_1484217880,0.5470295899680683,0.31947219371795654,0.8416332006454468,0.538179486989975,0.49541977047920227,0.4225318133831024,0.4225318133831024,0.4230384826660156,0.4230384826660156,0.758988618850708,0.7392800450325012,0.2857142857142857,0.6644246879989519,0.050354441866533484,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
1483803221_1484182545,0.2690810045370689,0.18621358275413513,0.37696126103401184,0.2665465772151947,-0.015609469264745712,0.12299443781375885,0.12299443781375885,0.7674143314361572,0.7674143314361572,0.15724313259124756,0.055306095629930496,0.0,0.02086844786153673,0.1953345071049102,4.0,4.0,1.3333333333333333,4.0,4.0
1484013322_1484227004,0.14447743172446886,0.04262634366750717,0.2455008327960968,0.16964413225650787,-0.0537913553416729,-0.10792598128318787,-0.10792598128318787,0.6932308673858643,0.6932308673858643,0.07421519607305527,0.13143602013587952,0.0,0.02312592565974695,0.16359761136425408,4.0,4.0,1.0,4.0,4.0
1484012348_1484255820,0.4978480549021201,0.20065265893936157,0.9550768136978149,0.5188875496387482,0.6602755784988403,0.8278484344482422,0.8278484344482422,0.8984991908073425,0.8984991908073425,0.9283210039138794,0.5492239594459534,0.14814814814814814,0.41013389036486836,0.07549211000679756,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333
1484033248_1484265431,0.3273984456763548,0.18300917744636536,0.5718374848365784,0.25710561871528625,0.19181843101978302,0.29668480157852173,0.29668480157852173,0.42414015531539917,0.42414015531539917,0.3658429980278015,0.2567806541919708,0.02040816326530612,0.029670874513848023,0.20722091099207463,4.0,4.0,2.0,3.6666666666666665,4.0
1484455044_1483944422,0.44849258195608854,0.2429375797510147,0.566338062286377,0.4766288995742798,0.47003981471061707,0.44815289974212646,0.44815289974212646,0.686430811882019,0.686430811882019,0.46448591351509094,0.3610478639602661,0.0625,0.27707276535400405,0.11458320013797921,2.333333333333333,3.0,1.0,3.6666666666666665,4.0
1484039737_1485714745,0.2560601913753678,0.10204590111970901,0.40010762214660645,0.25032132863998413,0.047345273196697235,0.04856310039758682,0.04856310039758682,0.1345454752445221,0.1345454752445221,0.13116170465946198,0.09641501307487488,0.1111111111111111,0.008652351913152584,0.14963241088617082,3.333333333333333,3.0,1.25,3.75,4.0
